;blues;classical;country;disco;hiphop;jazz;metal;pop;reggae;rock
Mean Variance;0.055165123;0.07137028;0.050669532;0.051964775;0.055976123;0.07661068;0.03865627;0.039203156;0.059732407;0.06404606
