;bassoon;cello;clarinet;contrabass;drums;electric_guitar;flute;harpsichord;piano;violin
Mean Variance;0.21565276;0.21886957;0.21363467;0.21721506;0.2031911;0.22501256;0.15776141;0.18411438;0.19121037;0.22385253
