;bassoon;cello;clarinet;contrabass;drums;electric_guitar;flute;harpsichord;piano;violin
Mean Variance;0.076389045;0.11922144;0.102014944;0.078731105;0.058329213;0.22098434;0.037935365;0.059880994;0.0554519;0.0680874
