;bassoon;cello;clarinet;contrabass;drums;electric_guitar;flute;harpsichord;piano;violin
Mean Variance;0.2182597;0.21795464;0.21930261;0.21587723;0.2021888;0.22568457;0.1602831;0.19248068;0.18967403;0.22385253
