;bassoon;cello;clarinet;contrabass;drums;electric_guitar;flute;harpsichord;piano;violin
Mean Variance;0.06789245;0.12430503;0.09188875;0.06917087;0.04958594;0.19317842;0.027980724;0.05303107;0.05087057;0.06061014
